propertyna,latitude,longitude,borough
Green Central Knoll,40.701822,-73.932345,Brooklyn
Courtney Callender Playground,40.810075,-73.940304,Manhattan
Prospect Park,40.661363,-73.976453,Brooklyn
Josephine Caminiti Playground,40.743765,-73.861665,Queens
Castle Hill Playground,40.838959,-73.852883,Bronx
Admiral Playground,40.77109,-73.738208,Queens
Bayside Playground,40.584853,-73.825114,Queens
Cadman Plaza Park,40.698756,-73.990377,Brooklyn
Harris Park,40.874977,-73.891776,Bronx
Macombs Dam Park,40.830269,-73.929122,Bronx
Mafera Park,40.708103,-73.890524,Queens
Macombs Dam Park,40.828721,-73.928596,Bronx
Manhattan Beach Park,40.577001,-73.946025,Brooklyn
Dutch Kills Playground,40.757511,-73.933121,Queens
Rodney Park North,40.709011,-73.956239,Brooklyn
Tudor Park,40.671469,-73.848095,Queens
Crotona Park,40.841569,-73.897231,Bronx
Soundview Park,40.818002,-73.870431,Bronx
Bronx Park,40.847141,-73.870393,Bronx
Holcombe Rucker Park,40.829374,-73.936254,Manhattan
McCarren Park,40.720081,-73.94993,Brooklyn
Pelham Bay Park,40.867214,-73.793957,Bronx
Flushing Meadows Corona Park,40.762453,-73.84494,Queens
St. James Park,40.865997,-73.897444,Bronx
Alley Athletic Playground,40.739996,-73.734488,Queens
Central Park,40.780483,-73.97136,Manhattan
Clove Lakes Park,40.618152,-74.10698,Staten Island
John Vincent Daniels Jr. Square,40.744069,-73.913455,Queens
Plaut Triangle,40.758381,-73.797219,Queens
Riverside Park,40.803151,-73.970509,Manhattan
Vidalia Park,40.843779,-73.881644,Bronx
Clove Lakes Park,40.617921,-74.110869,Staten Island
Noble Playground,40.836863,-73.87185,Bronx
Bayswater Park,40.598917,-73.766985,Queens
Franklin D. Roosevelt Boardwalk and Beach,40.579489,-74.076074,Staten Island
Clove Lakes Park,40.620033,-74.11852,Staten Island
Flushing Meadows Corona Park,40.749385,-73.840325,Queens
Sara D. Roosevelt Park,40.716139,-73.994615,Manhattan
Cunningham Park,40.728688,-73.776292,Queens
Willow Lake Playground,40.722582,-73.837082,Queens
Admiral Playground,40.770878,-73.737614,Queens
Faber Pool and Park,40.640856,-74.135278,Staten Island
Central Park,40.789403,-73.965836,Manhattan
Park Slope Playground,40.676847,-73.978691,Brooklyn
Hamilton Metz Field,40.662692,-73.940415,Brooklyn
Holocaust Memorial Park,40.582783,-73.95356,Brooklyn
Andries Playground,40.623041,-73.946395,Brooklyn
Whole Foods PAA,40.675611,-73.990398,Brooklyn
Flushing Meadows Corona Park,40.751023,-73.842426,Queens
Randall's Island Park,40.79288,-73.924708,Manhattan
Bridge Park,40.847735,-73.926049,Bronx
Williamsbridge Oval,40.876656,-73.878571,Bronx
Kelly Park Playground,40.604577,-73.956337,Brooklyn
Walter Ward Playground,40.657107,-73.843504,Queens
Red Hook Recreation Area,40.673048,-74.004399,Brooklyn
Claremont Park,40.837771,-73.907921,Bronx
Albemarle Playground,40.645761,-73.980532,Brooklyn
River Avenue Parks,40.825681,-73.926689,Bronx
Harlem River Park,40.805902,-73.934568,Manhattan
Markham Playground,40.622953,-74.146202,Staten Island
Chelsea Park,40.749852,-74.000839,Manhattan
Mafera Park,40.705924,-73.891366,Queens
Crotona Park,40.837954,-73.893526,Bronx
Central Park,40.790588,-73.954294,Manhattan
Riverside Park,40.781805,-73.987504,Manhattan
Northern Playground,40.755777,-73.87484,Queens
Haffen Park,40.873235,-73.838921,Bronx
Rodney Park Center,40.708592,-73.956509,Brooklyn
Archie Spigner Park,40.692604,-73.78052,Queens
Sara D. Roosevelt Park,40.718805,-73.993043,Manhattan
Beach 9 Playground,40.595627,-73.744682,Queens
Monsignor Crawford Field,40.614374,-73.916719,Brooklyn
McKinley Park,40.625891,-74.017925,Brooklyn
Albemarle Playground,40.645916,-73.980435,Brooklyn
Ruppert Park,40.780842,-73.949783,Manhattan
Seton Park,40.885601,-73.916535,Bronx
Forest Park,40.709378,-73.836009,Queens
Inwood Hill Park,40.867405,-73.929052,Manhattan
Prospect Park,40.661114,-73.973676,Brooklyn
Crotona Park,40.835136,-73.896168,Bronx
Blue Heron Park,40.539673,-74.170005,Staten Island
Hattie Carthan Playground,40.685746,-73.946157,Brooklyn
Juniper Valley Park,40.720604,-73.877417,Queens
Bill Brown Playground,40.591655,-73.945363,Brooklyn
Willowbrook Park,40.606931,-74.156252,Staten Island
"""Uncle"" Vito F. Maranzano Glendale Playground",40.70484,-73.88156,Queens
ABC Playground,40.721828,-73.986153,Manhattan
Coney Island Beach & Boardwalk,40.575288,-73.958546,Brooklyn
Manhattan Beach Park,40.576583,-73.945396,Brooklyn
Jesse Owens Playground,40.691653,-73.932484,Brooklyn
Fort Totten Park,40.793049,-73.776753,Queens
Coleman Playground,40.710721,-73.993639,Manhattan
Carroll Park,40.681174,-73.995553,Brooklyn
DeSalvio Playground,40.721709,-73.995975,Manhattan
Matthews Muliner Playground,40.846866,-73.861524,Bronx
Marconi Park,40.694033,-73.795465,Queens
Carl Schurz Park,40.775894,-73.943628,Manhattan
Bensonhurst Park,40.597821,-73.999938,Brooklyn
Havemeyer Playground,40.829933,-73.847964,Bronx
Fort Independence Playground,40.882015,-73.89489,Bronx
Printers Park,40.823459,-73.890693,Bronx
John J Carty Park,40.612995,-74.030154,Brooklyn
Msgr. McGolrick Park,40.725022,-73.943621,Brooklyn
Forest Park,40.696082,-73.866459,Queens
Bushwick Inlet Park,40.721913,-73.960596,Brooklyn
Brigadier General Charles Young Playground,40.819053,-73.93616,Manhattan
Sol Lain Plgd,40.714372,-73.983991,Manhattan
Brookville Park,40.662097,-73.742155,Queens
Lincoln Terrace / Arthur S. Somers Park,40.665898,-73.927273,Brooklyn
Washington Square Park,40.731182,-73.998435,Manhattan
Playground Eighty LXXX,40.744881,-73.709599,Queens
Cambria Playground,40.689597,-73.743452,Queens
Merriam Playground,40.839063,-73.926055,Bronx
Linden Park,40.65889,-73.885394,Brooklyn
John V. Lindsay East River Park,40.717435,-73.974789,Manhattan
Pomonok Playground,40.736091,-73.814097,Queens
Clove Lakes Park,40.618268,-74.107201,Staten Island
Willoughby Playground,40.694464,-73.946639,Brooklyn
Bruckner Playground,40.826627,-73.828433,Bronx
Lincoln Terrace / Arthur S. Somers Park,40.666289,-73.927028,Brooklyn
Prospect Park,40.665364,-73.965469,Brooklyn
Little Claremont Playground,40.838763,-73.90396,Bronx
Bronx Park,40.847141,-73.870393,Bronx
Central Park,40.79302,-73.9574,Manhattan
Pugsley Creek Park,40.814153,-73.856098,Bronx
Lost Battalion Hall Recreation Center,40.732074,-73.865437,Queens
Juniper Valley Park,40.719826,-73.883171,Queens
Slope Park Playground,40.661353,-73.989305,Brooklyn
Risse Street Park,40.8788,-73.885404,Bronx
Randall's Island Park,40.794847,-73.914845,Manhattan
Red Hook Recreation Area,40.67243,-74.006038,Brooklyn
Highbridge Park,40.847356,-73.931257,Manhattan
Wolfe's Pond Park,40.516427,-74.190965,Staten Island
Flushing Meadows Corona Park,40.74482,-73.838754,Queens
Forest Park,40.700802,-73.855233,Queens
Canarsie Park,40.628362,-73.893561,Brooklyn
Homecrest Playground,40.586418,-73.957287,Brooklyn
Flushing Fields,40.776088,-73.81681,Queens
Monsignor Raul Del Valle Square,40.820722,-73.890552,Bronx
Sunset Park,40.647666,-74.003793,Brooklyn
Riverside Park,40.811545,-73.964191,Manhattan
Central Park,40.767515,-73.977251,Manhattan
Joyce Kilmer Park,40.828463,-73.923022,Bronx
Walt Whitman Park,40.698587,-73.989526,Brooklyn
Union Square Park,40.735431,-73.990473,Manhattan
Tompkinsville Park,40.637418,-74.076517,Staten Island
Silver Lake Park,40.625815,-74.092931,Staten Island
Franklin D. Roosevelt Boardwalk and Beach,40.570252,-74.0893,Staten Island
Grand Playground,40.856158,-73.907282,Bronx
Flushing Meadows Corona Park,40.723194,-73.82728,Queens
McLaughlin Park,40.696553,-73.985808,Brooklyn
Chelsea Recreation Center,40.748296,-74.002219,Manhattan
Cypress Hills Playground,40.671036,-73.871855,Brooklyn
Bronx Park,40.842724,-73.877806,Bronx
Prospect Park,40.659168,-73.963769,Brooklyn
Evergreen Park,40.697012,-73.896488,Queens
Bill Rainey Park,40.818125,-73.898146,Bronx
Minetta Playground,40.73056,-74.001449,Manhattan
Haffen Park,40.872766,-73.839565,Bronx
Cypress Hills Playground,40.670358,-73.871027,Brooklyn
Battery Park City,40.716189,-74.014356,Manhattan
St. Mary's Park,40.811468,-73.914103,Bronx
Franklin D. Roosevelt Boardwalk and Beach,40.578122,-74.078295,Staten Island
John V. Lindsay East River Park,40.712914,-73.976095,Manhattan
Hell's Kitchen Park,40.763011,-73.99258,Manhattan
Marine Park,40.606495,-73.926374,Brooklyn
Mafera Park,40.707251,-73.891569,Queens
Nelson Playground,40.834974,-73.926569,Bronx
Red Hook Recreation Area,40.671958,-74.005609,Brooklyn
Riverside Park,40.806711,-73.969633,Manhattan
Murphy Brothers Playground,40.730051,-73.973317,Manhattan
Fort Totten Park,40.792124,-73.774485,Queens
Elton Playground,40.665926,-73.880912,Brooklyn
Marc And Jason's Playground,40.663424,-73.948887,Brooklyn
Crotona Park,40.838494,-73.898997,Bronx
Richmond Parkway,40.53206,-74.198011,Staten Island
Pelham Bay Park,40.869711,-73.790343,Bronx
Peter's Field,40.735948,-73.981824,Manhattan
Ennis Playground,40.670671,-73.994074,Brooklyn
Crotona Park,40.840767,-73.897527,Bronx
College Point Fields,40.775435,-73.837149,Queens
Highbridge Park,40.836225,-73.936563,Manhattan
Flushing Meadows Corona Park,40.751619,-73.843441,Queens
McCarren Park,40.721474,-73.954136,Brooklyn
Peters Field,40.70569,-73.775204,Queens
Seward Park,40.714851,-73.98921,Manhattan
P.O. Serrano Playground,40.82352,-73.850588,Bronx
Baisley Pond Park,40.668597,-73.788334,Queens
John V. Lindsay East River Park,40.723861,-73.972901,Manhattan
Hempstead Ballfield,40.710928,-73.728733,Queens
Colonel David Marcus Playground,40.609458,-73.970214,Brooklyn
Lafayette Playground,40.594635,-73.985264,Brooklyn
Wards Island Park,40.789084,-73.927264,Manhattan
St. John's Park,40.674549,-73.934705,Brooklyn
Dean Playground,40.68053,-73.972928,Brooklyn
Starr Playground,40.709888,-73.917713,Queens
Fort Tryon Park,40.86181,-73.930467,Manhattan
Fraser Square,40.619983,-73.941199,Brooklyn
Cunningham Park,40.738704,-73.764876,Queens
Van Voorhees Playground,40.690802,-73.999701,Brooklyn
Adam Yauch Park,40.692148,-73.998864,Brooklyn
Leif Ericson Park,40.635171,-74.019146,Brooklyn
Lyons Pool,40.637484,-74.07415,Staten Island
Astoria Park,40.775921,-73.925179,Queens
Morgan Playground,40.831906,-73.907556,Bronx
Cunningham Park,40.729794,-73.773426,Queens
Brookville Park,40.662792,-73.74203,Queens
John V. Lindsay East River Park,40.718977,-73.974495,Manhattan
Markham Playground,40.623075,-74.146372,Staten Island
Cunningham Park,40.735853,-73.770091,Queens
Riverside Park,40.785721,-73.984461,Manhattan
Marine Park,40.600357,-73.914213,Brooklyn
Joseph Austin Playground,40.715972,-73.801282,Queens
Central Park,40.793705,-73.95309,Manhattan
Flushing Meadows Corona Park,40.751761,-73.837424,Queens
Cuyler Gore Park,40.68564,-73.972058,Brooklyn
Wingate Park,40.658812,-73.943628,Brooklyn
Springfield Park,40.660059,-73.762477,Queens
Hamilton Fish Park,40.71998,-73.981457,Manhattan
Mellett Playground,40.597019,-73.957701,Brooklyn
Oxport Playground,40.697322,-73.976166,Brooklyn
Jerome Playground,40.658881,-73.879485,Brooklyn
Loreto Playground,40.849605,-73.852446,Bronx
Flushing Meadows Corona Park,40.747626,-73.847088,Queens
Morningside Park,40.809972,-73.955945,Manhattan
Reiff Playground,40.718378,-73.901356,Queens
Callahan-Kelly Playground,40.678401,-73.906252,Brooklyn
Poor Richard's Playground,40.79297,-73.943204,Manhattan
Centreville Playground,40.670101,-73.839476,Queens
Alfred E. Smith Playground,40.711096,-73.99738,Manhattan
Seward Park,40.714419,-73.989673,Manhattan
Pelham Bay Park,40.866428,-73.794138,Bronx
Tiffany Playground,40.824668,-73.894252,Bronx
Forest Park,40.700822,-73.858115,Queens
Harris Park,40.876965,-73.892634,Bronx
Cunningham Park,40.735617,-73.770275,Queens
Rockaway Beach,40.576016,-73.840156,Queens
Kissena Corridor Park,40.749008,-73.82189,Queens
Arsenal West,40.769783,-73.98292,Manhattan
Central Park,40.772583,-73.967719,Manhattan
Ocean Breeze Park,40.583077,-74.075188,Staten Island
Ferry Point Park,40.81048,-73.837668,Bronx
Marcus Garvey Park,40.803589,-73.942687,Manhattan
McCaffrey Playground,40.758968,-73.991566,Manhattan
Alley Athletic Playground,40.739314,-73.736995,Queens
Williamsbridge Oval,40.878045,-73.877527,Bronx
Prospect Park,40.666899,-73.973706,Brooklyn
Delphin H. Greene Playground,40.684732,-73.72872,Queens
Pelham Bay Park,40.862968,-73.794485,Bronx
Playground Sixty Two LXII,40.735981,-73.852764,Queens
Marcus Garvey Park,40.804985,-73.94486,Manhattan
McGuire Fields,40.61982,-73.898977,Brooklyn
Dry Dock Playground,40.725376,-73.975814,Manhattan
Weeksville Playground,40.677166,-73.919359,Brooklyn
De Hostos Playground,40.702705,-73.949409,Brooklyn
Cobble Hill Park,40.688092,-73.995865,Brooklyn
Lieutenant John H. Martinson Playground,40.536762,-74.162823,Staten Island
Rev. Dr. Maggie Howard Playground,40.622677,-74.079124,Staten Island
Abigail Playground,40.817474,-73.904733,Bronx
Dr. Green Playground,40.667433,-73.906593,Brooklyn
Riverside Park,40.79334,-73.978044,Manhattan
Queens Valley Playground,40.721849,-73.823908,Queens
Mapes Pool,40.846767,-73.886654,Bronx
Redfern Playground,40.610988,-73.749122,Queens
Broad Channel Park,40.601287,-73.819723,Queens
Maria Hernandez Park,40.703876,-73.923709,Brooklyn
Central Park,40.781282,-73.963569,Manhattan
Flushing Meadows Corona Park,40.751408,-73.833778,Queens
Flushing Meadows Corona Park,40.747435,-73.845275,Queens
Conference House Park,40.505172,-74.254206,Staten Island
Gonzalo Plasencia Playground,40.652316,-74.008336,Brooklyn
Central Park,40.783793,-73.965843,Manhattan
Little Bay Park,40.790188,-73.788768,Queens
Howard Pool,40.672867,-73.908936,Brooklyn
Mazzei Playground,40.862494,-73.858151,Bronx
Sumner Playground,40.697511,-73.942971,Brooklyn
Madison Square Park,40.741875,-73.988491,Manhattan
Cunningham Park,40.730078,-73.772609,Queens
Jennifer's Playground,40.620334,-74.16351,Staten Island
Central Park,40.781272,-73.963562,Manhattan
Columbus Park,40.714554,-73.9997,Manhattan
Kissena Park,40.747665,-73.810118,Queens
J. Hood Wright Park,40.84665,-73.942135,Manhattan
Wald Playground,40.719462,-73.977046,Manhattan
Annadale Green,40.541648,-74.177653,Staten Island
Rose Hill Park,40.861716,-73.89076,Bronx
Brookville Park,40.66223,-73.742124,Queens
City Line Park,40.679452,-73.87623,Brooklyn
Betsy Head Park,40.664225,-73.911695,Brooklyn
Coney Island Beach & Boardwalk,40.57493,-73.96214,Brooklyn
Brooklyn Bridge Park,40.692703,-74.001365,Brooklyn
Canarsie Park,40.627027,-73.899503,Brooklyn
Lanett Playground,40.599359,-73.743916,Queens
East River Waterfront Esplanade,40.710068,-73.989391,Manhattan
Flushing Meadows Corona Park,40.747282,-73.836296,Queens
Brownsville Playground,40.656695,-73.902298,Brooklyn
Washington Market Park,40.717211,-74.012021,Manhattan
Central Park,40.791201,-73.959753,Manhattan
Pelham Bay Park,40.861832,-73.793558,Bronx
Belmont Playground,40.850066,-73.887582,Bronx
Bobbie Lewis Jr. Playground,40.636604,-74.160333,Staten Island
Van Cortlandt Park,40.900671,-73.870765,Bronx
Central Park,40.781915,-73.964085,Manhattan
Lincoln Terrace / Arthur S. Somers Park,40.666887,-73.925535,Brooklyn
Midland Field,40.576898,-74.099125,Staten Island
Coney Island Beach & Boardwalk,40.574308,-73.970851,Brooklyn
Flushing Meadows Corona Park,40.741963,-73.84961,Queens
Bush Terminal Park,40.653296,-74.019051,Brooklyn
Prospect Park,40.665535,-73.971412,Brooklyn
Marion Hopkinson Playground,40.68153,-73.913164,Brooklyn
Brower Park,40.674318,-73.943297,Brooklyn
Hope Ballfield,40.697352,-73.917442,Brooklyn
Tribeca Park,40.720161,-74.005643,Manhattan
Flushing Meadows Corona Park,40.75175,-73.843003,Queens
Van Cortlandt Park,40.903452,-73.872722,Bronx
Harvard Playground,40.708876,-73.781588,Queens
Van Cortlandt Park,40.893753,-73.89604,Bronx
John Hancock Playground,40.682323,-73.954642,Brooklyn
Parade Ground,40.651552,-73.966249,Brooklyn
Dyker Beach Park,40.604682,-74.018829,Brooklyn
Trinity Park,40.698551,-73.984312,Brooklyn
McLaughlin Playground,40.725433,-73.766271,Queens
Rockaway Beach,40.577787,-73.835949,Queens
Booker T. Washington Playground,40.801224,-73.963872,Manhattan
Yolanda García Park,40.823024,-73.913738,Bronx
Torsney Playground,40.7473,-73.921641,Queens
Franklin D. Roosevelt Boardwalk and Beach,40.588157,-74.067315,Staten Island
Wards Island Park,40.783958,-73.9291,Manhattan
MacDonald Park,40.722023,-73.8463,Queens
Vincent F. Albano Jr. Playground,40.741969,-73.978425,Manhattan
Leif Ericson Park,40.630037,-74.01067,Brooklyn
Beach 17 Playground,40.594875,-73.751056,Queens
Woodtree Playground,40.777343,-73.902167,Queens
CPL. Thompson Park,40.639037,-74.118525,Staten Island
Gutenberg Playground,40.763276,-73.990088,Manhattan
De Witt Clinton Park,40.767754,-73.994512,Manhattan
Stars & Stripes Playground,40.885151,-73.839951,Bronx
Ethan Allen Playground,40.655447,-73.887075,Brooklyn
Bushwick Playground,40.701905,-73.939488,Brooklyn
Alley Pond Park,40.742046,-73.739925,Queens
De Hostos Playground,40.702437,-73.949175,Brooklyn
The Battery,40.703489,-74.016013,Manhattan
Bryan Park,40.86214,-73.894004,Bronx
St. Catherine's Park,40.765517,-73.958784,Manhattan
Langston Hughes Playground,40.812195,-73.946426,Manhattan
Daniel M. O'Connell Playground,40.699559,-73.758039,Queens
Owl's Head Park,40.640323,-74.034849,Brooklyn
Seton Park,40.886502,-73.917247,Bronx
Red Hook Recreation Area,40.672382,-74.004045,Brooklyn
Mae Grant Playground,40.792424,-73.949396,Manhattan
Hot Spot Tot Lot,40.631124,-73.956578,Brooklyn
John V. Lindsay East River Park,40.723456,-73.9725,Manhattan
Van Cortlandt Park,40.896562,-73.877306,Bronx
Stop & Go Playground,40.844861,-73.898938,Bronx
Red Hook Recreation Area,40.67234,-74.003409,Brooklyn
Samuel N. Bennerson 2nd Playground,40.773643,-73.986729,Manhattan
Colucci Playground,40.852268,-73.834551,Bronx
Sunset Park,40.646921,-74.002121,Brooklyn
Pelham Bay Park,40.851828,-73.824772,Bronx
Parade Ground,40.651261,-73.970266,Brooklyn
Walker Park,40.643717,-74.108829,Staten Island
Irving Square Park,40.692077,-73.909701,Brooklyn
Flushing Meadows Corona Park,40.733527,-73.83719,Queens
Lyons Pool,40.637536,-74.074754,Staten Island
Schmul Park,40.590134,-74.18794,Staten Island
London Planetree Playground,40.685806,-73.853305,Queens
Prospect Park,40.666899,-73.973706,Brooklyn
Van Cortlandt Park,40.888524,-73.898087,Bronx
Bushwick Playground,40.701867,-73.939377,Brooklyn
Ocean Hill Playground,40.674192,-73.912238,Brooklyn
Lost Battalion Hall Recreation Center,40.731804,-73.865514,Queens
Baruch Playground,40.717304,-73.976995,Manhattan
Kennedy King Playground,40.658659,-73.92188,Brooklyn
John V. Lindsay East River Park,40.720448,-73.973413,Manhattan
Inwood Hill Park,40.874279,-73.929525,Manhattan
St. John's Park,40.674073,-73.934271,Brooklyn
Astoria Park,40.775102,-73.924201,Queens
Mott Playground,40.831298,-73.914863,Bronx
Sylvan Grove Cemetery,40.591001,-74.192507,Staten Island
Colonel David Marcus Playground,40.609899,-73.96972,Brooklyn
Power Playground,40.618179,-73.927133,Brooklyn
Lincoln Terrace / Arthur S. Somers Park,40.66648,-73.927809,Brooklyn
Central Park,40.780482,-73.97136,Manhattan
Elmhurst Park,40.729217,-73.885088,Queens
Sternberg Park,40.70615,-73.946949,Brooklyn
Central Park,40.771433,-73.973265,Manhattan
Riverside Park,40.814891,-73.962297,Manhattan
Lyons Square Playground,40.822632,-73.888304,Bronx
John Jay Park,40.769888,-73.949244,Manhattan
Central Park,40.783793,-73.965843,Manhattan
Central Park,40.768362,-73.977097,Manhattan
Forest Park,40.701372,-73.85582,Queens
Fort Totten Park,40.794239,-73.775617,Queens
Central Park,40.796487,-73.954981,Manhattan
Central Park,40.790615,-73.954541,Manhattan
Coffey Park,40.678178,-74.007653,Brooklyn
Mahoney Playground,40.64342,-74.086113,Staten Island
Battery Park City,40.716895,-74.016725,Manhattan
Sheltering Arms Playground,40.815241,-73.95578,Manhattan
Bildersee Playground,40.635225,-73.911471,Brooklyn
Hilltop Playground,40.675415,-73.914263,Brooklyn
Washington Square Park,40.731109,-73.999244,Manhattan
Parade Ground,40.650989,-73.96771,Brooklyn
Silver Lake Park,40.62815,-74.099175,Staten Island
Tilden Playground,40.647738,-73.931418,Brooklyn
Colgate Close,40.82466,-73.881613,Bronx
Tony Dapolito Recreation Center,40.729629,-74.005434,Manhattan
Parade Ground,40.649996,-73.968142,Brooklyn
Manhattan Beach Park,40.576147,-73.941775,Brooklyn
Lefferts Playground,40.66537,-73.82057,Queens
Benson Playground,40.602331,-74.002037,Brooklyn
Coney Island Beach & Boardwalk,40.574031,-73.972725,Brooklyn
Brighton Playground,40.575254,-73.965175,Brooklyn
The Painter's Playground,40.720741,-73.860093,Queens
Asphalt Green,40.779373,-73.944348,Manhattan
Crocheron Park,40.772565,-73.767819,Queens
Marcus Garvey Park,40.805275,-73.942202,Manhattan
Athens Square,40.767695,-73.922615,Queens
Battery Park City,40.712662,-74.016357,Manhattan
Jackie Robinson Playground,40.66561,-73.959382,Brooklyn
St. Mary's Park,40.809847,-73.910554,Bronx
Macombs Dam Park,40.82767,-73.926937,Bronx
Roy Wilkins Recreation Center,40.687241,-73.769516,Queens
Chiarantano Playground,40.636815,-73.933512,Brooklyn
Commodore Barry Park,40.69753,-73.977796,Brooklyn
Flushing Meadows Corona Park,40.746355,-73.8385,Queens
Bronx River Parkway,40.820322,-73.871518,Bronx
Brownsville Playground,40.656223,-73.902784,Brooklyn
James Forten Playground,40.67676,-73.965642,Brooklyn
Clawson Playground,40.561064,-74.123873,Staten Island
Beach 17 Playground,40.594526,-73.748571,Queens
Parade Ground,40.650065,-73.970326,Brooklyn
Marine Park,40.606866,-73.937553,Brooklyn
Flushing Meadows Corona Park,40.744158,-73.845151,Queens
Franklin D. Roosevelt Boardwalk and Beach,40.591037,-74.065212,Staten Island
Flushing Meadows Corona Park,40.759324,-73.851289,Queens
Baruch Playground,40.717243,-73.977056,Manhattan
McCarren Park,40.720081,-73.94993,Brooklyn
Flushing Meadows Corona Park,40.740931,-73.849412,Queens
Pelham Bay Park,40.849743,-73.823313,Bronx
Washington Square Park,40.730531,-73.997235,Manhattan
Pelham Bay Park,40.868729,-73.791915,Bronx
Shore Park and Parkway,40.634073,-74.038448,Brooklyn
Steeplechase Park,40.573378,-73.983388,Brooklyn
Central Park,40.783793,-73.965843,Manhattan
Highbridge Park,40.842095,-73.926428,Bronx
Frost Playground,40.718797,-73.939222,Brooklyn
Thomas Jefferson Park,40.793221,-73.937096,Manhattan
St. Michael's Playground,40.758325,-73.900357,Queens
Coney Island Beach & Boardwalk,40.572653,-73.983339,Brooklyn
Central Park,40.782192,-73.962546,Manhattan
Sean's Place,40.760746,-73.918444,Queens
Sara D. Roosevelt Park,40.722434,-73.991186,Manhattan
Central Park,40.772354,-73.967849,Manhattan
Playground Twenty One,40.778175,-73.79819,Queens
John V. Lindsay East River Park,40.715138,-73.97501,Manhattan
Pelham Bay Park,40.868047,-73.793478,Bronx
Jackie Robinson Park Playground,40.680328,-73.927373,Brooklyn
McKinley Park,40.625437,-74.017618,Brooklyn
Givan Square,40.867873,-73.842322,Bronx
Samuel Seabury Playground,40.785203,-73.950582,Manhattan
Fox Park,40.814805,-73.898741,Bronx
Brooklyn Botanic Garden,40.665583,-73.962236,Brooklyn
Coffey Park,40.677006,-74.008658,Brooklyn
Parade Ground,40.648693,-73.971183,Brooklyn
Kissena Park,40.747194,-73.811441,Queens
Travers Park,40.754302,-73.889579,Queens
Yellowstone Park,40.726202,-73.847169,Queens
Central Park,40.768362,-73.977097,Manhattan
Coney Island Boat Basin,40.584224,-73.98894,Brooklyn
Marie Curie Playground,40.757061,-73.771168,Queens
Bellaire Playground,40.721638,-73.758078,Queens
Marine Park,40.608492,-73.936844,Brooklyn
Breukelen Ballfields,40.650486,-73.891079,Brooklyn
Coney Island Beach & Boardwalk,40.574033,-73.972713,Brooklyn
Flushing Meadows Corona Park,40.745498,-73.845788,Queens
Osborn Playground,40.655935,-73.906137,Brooklyn
Hammel Playground,40.588089,-73.809217,Queens
High Rock Park,40.582828,-74.12197,Staten Island
Brooklyn Heights Promenade,40.697846,-73.997102,Brooklyn
Astoria Park,40.775328,-73.924532,Queens
Marcus Garvey Park,40.80538,-73.943462,Manhattan
Gravesend Park,40.623817,-73.984413,Brooklyn
Sutter Ballfields,40.6708,-73.887831,Brooklyn
Thomas Jefferson Park,40.793642,-73.93678,Manhattan
Rochdale Park,40.67422,-73.775584,Queens
Union Square Park,40.736267,-73.98962,Manhattan
Bayswater Park,40.598934,-73.767491,Queens
West Playground,40.586568,-73.969927,Brooklyn
Lopez Playground,40.611665,-74.085074,Staten Island
Forest Park,40.700871,-73.858598,Queens
Van Cortlandt Park,40.88989,-73.881206,Bronx
Astoria Park,40.778529,-73.922167,Queens
Conch Playground,40.595481,-73.780169,Queens
Jackie Robinson Park,40.824017,-73.942742,Manhattan
John Golden Park,40.773301,-73.769719,Queens
Harlem River Park,40.807295,-73.934934,Manhattan
Arsenal West,40.769783,-73.98292,Manhattan
Caserta Playground,40.837431,-73.853913,Bronx
Garibaldi Playground,40.608998,-74.000056,Brooklyn
Hansborough Recreation Center,40.812834,-73.939331,Manhattan
McCarren Park,40.722974,-73.952721,Brooklyn
McCarren Park,40.720081,-73.94993,Brooklyn
Noble Playground,40.836864,-73.872516,Bronx
Julio Carballo Fields,40.815262,-73.888958,Bronx
Hamilton Metz Field,40.662399,-73.940595,Brooklyn
Plimpton Playground,40.843464,-73.922539,Bronx
Chelsea Recreation Center,40.748296,-74.002219,Manhattan
High Rock Park,40.58262,-74.123029,Staten Island
A.R.R.O.W. Field House,40.755712,-73.92643,Queens
Police Officer John G. Scarangella Park,40.595418,-73.984205,Brooklyn
Brower Park,40.673878,-73.943805,Brooklyn
Rockaway Beach Boardwalk,40.580556,-73.826116,Queens
Railroad Playground,40.648926,-73.913811,Brooklyn
Herbert Von King Park,40.689636,-73.947195,Brooklyn
Matthew P. Sapolin Playground,40.777226,-73.98385,Manhattan
Prospect Park,40.666059,-73.971526,Brooklyn
Archie Spigner Park,40.693397,-73.77785,Queens
Tottenville Pool,40.505848,-74.23529,Staten Island
Randall's Island Park,40.793594,-73.917405,Manhattan
Ocean Breeze Park,40.583077,-74.075188,Staten Island
Surf Playground,40.573691,-73.9925,Brooklyn
Owen F. Dolen Park,40.840612,-73.842605,Bronx
Cunningham Park,40.735798,-73.769857,Queens
McKinley Park,40.626298,-74.016425,Brooklyn
Highbridge Park,40.857738,-73.924325,Manhattan
Isham Park,40.86982,-73.919287,Manhattan
Betsy Head Park,40.662554,-73.913208,Brooklyn
Arcilla Playground,40.827226,-73.914478,Bronx
GREENSTREET,40.696283,-73.984955,Brooklyn
O'Neill Triangle,40.823463,-73.911343,Bronx
Stars & Stripes Playground,40.885913,-73.839545,Bronx
Alley Pond Park,40.741577,-73.741303,Queens
