propertyna,latitude,longitude,borough
Parade Ground,40.6528,-73.966093,Brooklyn
Van Dyke Playground,40.664452,-73.90407,Brooklyn
Gertrude Ederle Recreation Center,40.771458,-73.98874,Manhattan
Thomas Jefferson Park,40.793544,-73.936034,Manhattan
Marine Park,40.604776,-73.932804,Brooklyn
Patrick O'Rourke Playground,40.619144,-74.014357,Brooklyn
Highland Park,40.684077,-73.885552,Queens
Flushing Meadows Corona Park,40.744147,-73.845185,Queens
Red Hook Recreation Area,40.672706,-74.008028,Brooklyn
Epiphany Playground,40.708511,-73.96573,Brooklyn
Prospect Park,40.666899,-73.973706,Brooklyn
Fountain Of Youth Playground,40.813527,-73.905334,Bronx
Rockaway Beach and Boardwalk,40.587173,-73.795695,Queens
Railroad Park,40.824982,-73.915336,Bronx
Central Park,40.767631,-73.971305,Manhattan
Louis Pasteur Park,40.762135,-73.734925,Queens
Bath Playground,40.595401,-73.992996,Brooklyn
Paerdegat Park,40.637817,-73.938036,Brooklyn
Rockaway Garage,40.592171,-73.802989,Queens
Cherry Tree Park,40.787168,-73.94727,Manhattan
Wagner Houses Pool,40.801833,-73.932695,Manhattan
Rev. T. Wendell Foster Park and Recreation Center,40.831793,-73.925245,Bronx
Mahoney Playground,40.643234,-74.086141,Staten Island
Beanstalk Playground,40.853845,-73.916661,Bronx
Harding Park,40.80955,-73.856824,Bronx
Redfern Playground,40.611102,-73.749759,Queens
Conference House Park,40.505525,-74.254196,Staten Island
Sherman Creek,40.862003,-73.9171,Manhattan
Central Park,40.767631,-73.971305,Manhattan
Sherry Dog Run,40.741177,-73.899036,Queens
Grace Playground,40.671031,-73.894633,Brooklyn
Heckscher Playground,40.695306,-73.918189,Brooklyn
Fort Greene Park,40.692223,-73.974731,Brooklyn
Rock Garden Park,40.835593,-73.884937,Bronx
Riverside Park,40.797173,-73.975134,Manhattan
Flushing Meadows Corona Park,40.751336,-73.849372,Queens
St. Mary's Park,40.811468,-73.914103,Bronx
Frederick Douglass Playground,40.797367,-73.967709,Manhattan
Equity Playground,40.691657,-73.85351,Queens
Alexander Hamilton Playground,40.823006,-73.951415,Manhattan
Sara D. Roosevelt Park,40.716719,-73.994081,Manhattan
Pelham Bay Park,40.858217,-73.800725,Bronx
Canarsie Park,40.628052,-73.894477,Brooklyn
P.O. Reinaldo Salgado Playground,40.68771,-73.925909,Brooklyn
Glen Oaks Oval,40.749456,-73.714939,Queens
Sledge Playground,40.638116,-73.897685,Brooklyn
Freshkills Park,40.561803,-74.194745,Staten Island
Peters Field,40.706591,-73.774676,Queens
Cedar Playground,40.854824,-73.917938,Bronx
Baisley Pond Park,40.67599,-73.784026,Queens
St. John's Park,40.674831,-73.933543,Brooklyn
Brooklyn Botanic Garden,40.669615,-73.964833,Brooklyn
Central Park,40.784689,-73.968375,Manhattan
Kissena Corridor Park,40.746168,-73.817293,Queens
McCaffrey Playground,40.759136,-73.991347,Manhattan
Marcus Garvey Park,40.804984,-73.94486,Manhattan
Baisley Pond Park,40.677722,-73.784021,Queens
Kaiser Park,40.578816,-73.995949,Brooklyn
Beach 30th Street Playground,40.592196,-73.763222,Queens
Dyker Beach Park,40.606718,-74.019303,Brooklyn
Pink Playground,40.666701,-73.862595,Brooklyn
Great Kills Veterans Playground,40.547028,-74.151677,Staten Island
Hope Ballfield,40.697227,-73.917078,Brooklyn
Ehrenreich-Austin Playground,40.715207,-73.836729,Queens
Whitey Ford Field,40.777189,-73.934932,Queens
Lion's Pride Playground,40.662577,-73.899672,Brooklyn
Manhattan Beach Park,40.57675,-73.942945,Brooklyn
Julio Carballo Fields,40.814958,-73.889238,Bronx
Fred Samuel Playground,40.816874,-73.93929,Manhattan
Pelham Bay Park,40.846307,-73.825005,Bronx
Ravenswood Playground,40.762277,-73.935676,Queens
Rockaway Beach Boardwalk,40.580527,-73.825555,Queens
Grassmere Playground,40.599602,-73.759271,Queens
Flushing Meadows Corona Park,40.75175,-73.843003,Queens
Constance Baker Motley Recreation Center,40.756481,-73.96513,Manhattan
Jackie Robinson Park,40.827131,-73.940375,Manhattan
Behagen Playground,40.82602,-73.901244,Bronx
Seth Low Playground/ Bealin Square,40.607919,-73.986686,Brooklyn
Luther Gulick Park,40.715771,-73.981144,Manhattan
Riverside Park,40.803151,-73.970509,Manhattan
Prospect Park,40.660802,-73.969857,Brooklyn
Brownsville Playground,40.656223,-73.902784,Brooklyn
Thomas Greene Playground,40.680071,-73.98465,Brooklyn
McKinley Playground,40.724428,-73.985496,Manhattan
Rockaway Beach,40.568549,-73.865033,Queens
Kosciuszko Pool,40.691293,-73.948752,Brooklyn
St. Nicholas Playground South,40.810865,-73.947467,Manhattan
Lindower Park,40.611275,-73.91109,Brooklyn
DiGilio Playground,40.632274,-73.977156,Brooklyn
Frederick Johnson Playground,40.824811,-73.935535,Manhattan
High Rock Park,40.58268,-74.124288,Staten Island
Van Cortlandt Park,40.892502,-73.890904,Bronx
Cadman Plaza Park,40.698443,-73.990626,Brooklyn
Lawrence Virgilio Playground,40.747365,-73.911108,Queens
McGuire Fields,40.620366,-73.90017,Brooklyn
Herman Dolgon Playground,40.598218,-73.939426,Brooklyn
Forest Park,40.702311,-73.868143,Queens
Lincoln Terrace / Arthur S. Somers Park,40.667176,-73.927778,Brooklyn
Flushing Meadows Corona Park,40.751408,-73.833778,Queens
Dry Dock Playground,40.725355,-73.975238,Manhattan
Remsen Playground,40.642166,-73.907717,Brooklyn
Howard Von Dohlen Playground,40.699577,-73.812919,Queens
McCarren Park,40.720081,-73.94993,Brooklyn
Forest Park,40.696595,-73.860428,Queens
Rochdale Park,40.674113,-73.774417,Queens
St. Mark's Playground,40.674678,-73.939956,Brooklyn
Clove Lakes Park,40.61819,-74.107287,Staten Island
Jacob Joffe Fields,40.625007,-73.919417,Brooklyn
McGuire Fields,40.618072,-73.898713,Brooklyn
Pelham Bay Park,40.865453,-73.796187,Bronx
Willowbrook Park,40.603722,-74.161076,Staten Island
Martin Luther King Jr. Playground,40.667833,-73.890376,Brooklyn
St. James Park,40.865297,-73.898532,Bronx
Crotona Park,40.840033,-73.895347,Bronx
Barretto Point Park,40.805847,-73.888421,Bronx
Bayswater Park,40.599777,-73.767912,Queens
Central Park,40.795834,-73.961122,Manhattan
Bellevue South Park,40.739892,-73.978288,Manhattan
Quarry Ballfields,40.850818,-73.891541,Bronx
Detective Keith L Williams Park,40.70185,-73.783512,Queens
Cunningham Park,40.738681,-73.764959,Queens
Montbellier Park,40.674447,-73.756871,Queens
"Martin Luther King, Jr. Playground",40.800298,-73.950294,Manhattan
Sakura Park,40.812699,-73.962662,Manhattan
Samuel N. Bennerson 2nd Playground,40.773914,-73.987003,Manhattan
Highbridge Park,40.858334,-73.92581,Manhattan
Mount Hope Playground,40.85034,-73.909255,Bronx
Bronx Park,40.869926,-73.876121,Bronx
Hoyt Playground,40.77134,-73.91744,Queens
Agnes Haywood Playground,40.880293,-73.862033,Bronx
Bensonhurst Park,40.595109,-74.001996,Brooklyn
J. Hood Wright Park,40.846444,-73.940763,Manhattan
Central Park,40.773252,-73.97712,Manhattan
Columbus Park,40.714797,-74.00025,Manhattan
William Sheridan Playground,40.715464,-73.963984,Brooklyn
Williamsbridge Oval,40.877159,-73.87856,Bronx
Lincoln Terrace / Arthur S. Somers Park,40.666721,-73.925489,Brooklyn
Murray Playground,40.747368,-73.948813,Queens
Central Park,40.78764,-73.956512,Manhattan
Walton Park,40.855348,-73.905156,Bronx
Crotona Park,40.836441,-73.894709,Bronx
Hunter's Point South Park,40.74175,-73.960636,Queens
Coney Island Beach & Boardwalk,40.574727,-73.96463,Brooklyn
Sara D. Roosevelt Park,40.717223,-73.993718,Manhattan
Spuyten Duyvil Playground,40.887113,-73.916226,Bronx
Flushing Meadows Corona Park,40.751761,-73.837424,Queens
Kissena Corridor Park,40.745209,-73.789722,Queens
Central Park,40.767205,-73.971283,Manhattan
Flushing Meadows Corona Park,40.740315,-73.842057,Queens
Sperandeo Brothers Playground,40.677667,-73.884243,Brooklyn
Forest Park,40.701215,-73.854417,Queens
Shore Park and Parkway,40.621832,-74.040579,Brooklyn
Conference House Park,40.503131,-74.253222,Staten Island
Joseph Austin Playground,40.715468,-73.800596,Queens
Morningside Park,40.808226,-73.956715,Manhattan
Prospect Park,40.661656,-73.972849,Brooklyn
Seton Park,40.885425,-73.915703,Bronx
Bathgate Playground,40.852533,-73.894529,Bronx
John V. Lindsay East River Park,40.712898,-73.976411,Manhattan
Randall's Island Park,40.799427,-73.923253,Manhattan
Percy E. Sutton Playground,40.825672,-73.934842,Manhattan
Forest Park,40.700544,-73.855575,Queens
Stanley Isaacs Playground,40.782933,-73.944592,Manhattan
Central Park,40.796825,-73.949906,Manhattan
Tottenville Pool,40.50585,-74.235292,Staten Island
Flushing Meadows Corona Park,40.737155,-73.845657,Queens
Silver Lake Park,40.623028,-74.096165,Staten Island
Owl's Head Park,40.639905,-74.030599,Brooklyn
Marine Park,40.593985,-73.925537,Brooklyn
Henry Hudson Park,40.880644,-73.919739,Bronx
Blood Root Valley,40.591772,-74.139254,Staten Island
Kissena Park,40.748761,-73.803254,Queens
Red Hook Recreation Area,40.673287,-74.003403,Brooklyn
Fort Tryon Park,40.860843,-73.933105,Manhattan
Pelham Bay Park,40.870229,-73.788606,Bronx
Playground One Forty,40.674753,-73.800961,Queens
Franklin D. Roosevelt Boardwalk and Beach,40.568872,-74.090607,Staten Island
Howard Pool,40.672822,-73.908935,Brooklyn
Ruppert Park,40.780982,-73.950129,Manhattan
St. Nicholas Park,40.813342,-73.951287,Manhattan
Mosholu Parkway,40.881912,-73.885019,Bronx
Sol Lain Plgd,40.714373,-73.983975,Manhattan
The High Line,40.744566,-74.006947,Manhattan
Brigadier General Charles Young Playground,40.819394,-73.934621,Manhattan
Flushing Meadows Corona Park,40.741377,-73.848278,Queens
Prospect Park,40.665364,-73.965469,Brooklyn
Central Park,40.780862,-73.96154,Manhattan
Ian Maclennan Garden,40.714233,-73.856619,Queens
Mount Hope Garden,40.852438,-73.905239,Bronx
Riverside Park,40.802281,-73.972423,Manhattan
Rev. T. Wendell Foster Park and Recreation Center,40.831545,-73.924535,Bronx
Cunningham Park,40.734615,-73.769549,Queens
Central Park,40.793554,-73.953092,Manhattan
Turtle Playground,40.742253,-73.827725,Queens
Pomonok Playground,40.736582,-73.813822,Queens
Hunts Point Playground,40.81423,-73.885902,Bronx
Amersfort Park,40.627793,-73.938916,Brooklyn
Vinmont Veteran Park,40.902646,-73.904244,Bronx
Pearl St Playground,40.707895,-74.003817,Manhattan
Old Town Playground,40.595489,-74.081492,Staten Island
Macombs Dam Park,40.830646,-73.931279,Bronx
Betsy Head Park,40.663002,-73.912195,Brooklyn
Coney Island Boat Basin,40.581257,-73.989854,Brooklyn
Torsney Playground,40.74721,-73.922066,Queens
Hamilton Fish Park,40.719981,-73.981456,Manhattan
Sternberg Park,40.706333,-73.947894,Brooklyn
Jacob H. Schiff Playground,40.820346,-73.952177,Manhattan
Rev J Polite Playground,40.827333,-73.896618,Bronx
Harold Ickes Playground,40.6827,-74.005865,Brooklyn
Central Park,40.783793,-73.965843,Manhattan
Colgate Close,40.823887,-73.881428,Bronx
Pelham Bay Park,40.869644,-73.790492,Bronx
Gerard P. Dugan Playground,40.56094,-74.110557,Staten Island
Bronx River Parkway,40.827601,-73.873893,Bronx
John V. Lindsay East River Park,40.711278,-73.977487,Manhattan
Flushing Meadows Corona Park,40.73693,-73.845648,Queens
Parade Ground,40.651792,-73.966061,Brooklyn
Central Park,40.768237,-73.976892,Manhattan
Wards Island Park,40.791202,-73.929788,Manhattan
Hoover - Manton Playgrounds,40.711979,-73.821376,Queens
Marion Hopkinson Playground,40.681827,-73.914007,Brooklyn
St. James Park,40.86455,-73.899021,Bronx
Bronx Park,40.851082,-73.870219,Bronx
Astoria Heights Playground,40.760994,-73.911333,Queens
Rockaway Beach Boardwalk,40.579661,-73.829262,Queens
James Weldon Johnson Playground,40.797016,-73.941615,Manhattan
Calvert Vaux Park,40.587058,-73.992614,Brooklyn
St. Andrew's Playground,40.678593,-73.942084,Brooklyn
Harris Park,40.877117,-73.892526,Bronx
Sarsfield Playground,40.61999,-73.9376,Brooklyn
J. Hood Wright Park,40.846444,-73.940763,Manhattan
Franklin D. Roosevelt Boardwalk and Beach,40.571451,-74.087674,Staten Island
Hoover - Manton Playgrounds,40.712346,-73.821639,Queens
Randall's Island Park,40.791664,-73.915883,Manhattan
Chelsea Park,40.749632,-74.000139,Manhattan
Classon Playground,40.689169,-73.960634,Brooklyn
Battery Park City,40.708757,-74.018505,Manhattan
Central Park,40.767631,-73.971305,Manhattan
Van Cortlandt Park,40.897364,-73.895204,Bronx
Fisher Pool,40.758451,-73.869459,Queens
Fort Washington Park,40.849838,-73.946719,Manhattan
Grand Ferry Park,40.716498,-73.966878,Brooklyn
Coney Island Beach & Boardwalk,40.571435,-73.994572,Brooklyn
Brownsville Playground,40.656223,-73.902784,Brooklyn
Saratoga Park,40.685073,-73.919089,Brooklyn
Washington Square Park,40.731608,-73.997608,Manhattan
Russell Sage Playground,40.723681,-73.8517,Queens
Livonia Park,40.663964,-73.902112,Brooklyn
Rudd Playground State Park,40.683269,-73.905021,Brooklyn
Flushing Meadows Corona Park,40.751618,-73.843537,Queens
Neighborhood Parks,40.690223,-73.996779,Brooklyn
Central Park,40.783793,-73.965843,Manhattan
College Point Fields,40.775697,-73.837361,Queens
Playground 103 CIII,40.78691,-73.939219,Manhattan
Flushing Meadows Corona Park,40.73267,-73.837906,Queens
Sheltering Arms Playground,40.815335,-73.955979,Manhattan
Central Park,40.784491,-73.9589,Manhattan
Big Bush Playground,40.740341,-73.902529,Queens
Rev. Dr. Maggie Howard Playground,40.62387,-74.080299,Staten Island
Red Hook Recreation Area,40.671202,-74.002411,Brooklyn
Nicholas Naquan Heyward Jr. Park,40.684375,-73.987811,Brooklyn
Crotona Park,40.840059,-73.895133,Bronx
Gen. Douglas MacArthur Park,40.586232,-74.099979,Staten Island
Hell's Kitchen Park,40.762909,-73.992702,Manhattan
Newtown Barge Playground,40.736037,-73.959831,Brooklyn
Audubon Playground,40.841637,-73.93822,Manhattan
Brizzi Playground,40.64251,-73.994592,Brooklyn
Prall Playground,40.628685,-74.117805,Staten Island
Wakefield Playground,40.901789,-73.854757,Bronx
Central Park,40.799818,-73.957432,Manhattan
Callahan-Kelly Playground,40.678428,-73.905727,Brooklyn
Astoria Park,40.776051,-73.924883,Queens
Bushwick Playground,40.6959,-73.912982,Brooklyn
Lozada Playground,40.807779,-73.925038,Bronx
Coney Island Beach & Boardwalk,40.572369,-73.988953,Brooklyn
Sara D. Roosevelt Park,40.717326,-73.993862,Manhattan
Dyker Beach Park,40.606716,-74.01642,Brooklyn
Parade Ground,40.649203,-73.970065,Brooklyn
Alley Park,40.747909,-73.744637,Queens
Leif Ericson Park,40.630925,-74.01226,Brooklyn
Cunningham Park,40.739165,-73.76514,Queens
Adam Yauch Park,40.69223,-73.999077,Brooklyn
McCarren Park,40.720776,-73.949767,Brooklyn
Bronx River Parkway,40.872928,-73.871177,Bronx
Central Park,40.79126,-73.959187,Manhattan
Theodore Roosevelt Park,40.782235,-73.974592,Manhattan
Bella Abzug Park,40.756084,-73.99992,Manhattan
100% Playground,40.646795,-73.899513,Brooklyn
Manhattan Beach Park,40.576171,-73.941789,Brooklyn
Breukelen Ballfields,40.651445,-73.890658,Brooklyn
Forest Park,40.700871,-73.858598,Queens
Tompkins Square Park,40.726633,-73.982176,Manhattan
Marie Curie Playground,40.757251,-73.77091,Queens
Bayswater Park,40.599288,-73.767167,Queens
Hinton Park,40.755487,-73.85483,Queens
Woodtree Playground,40.777508,-73.902464,Queens
Archie Spigner Park,40.693033,-73.77973,Queens
Seaside Wildlife Nature Park,40.540305,-74.143233,Staten Island
Plimpton Playground,40.843896,-73.922499,Bronx
Southern Fields,40.665378,-73.824742,Queens
Vidalia Park,40.843666,-73.881957,Bronx
Thomas Jefferson Park,40.793452,-73.936779,Manhattan
Flushing Meadows Corona Park,40.751336,-73.849373,Queens
McCarren Park,40.721549,-73.952992,Brooklyn
Belt Parkway/Shore Parkway,40.618767,-73.898551,Brooklyn
Prospect Park,40.672117,-73.970436,Brooklyn
Wagner Houses Pool,40.801736,-73.932762,Manhattan
Bush Terminal Park,40.65241,-74.019763,Brooklyn
Fox Playground,40.632582,-73.923987,Brooklyn
Howard Bennett Playground,40.813846,-73.938728,Manhattan
Broad Channel American Park,40.596011,-73.82283,Queens
Nehemiah Park,40.661609,-73.90541,Brooklyn
Alfred E. Smith Playground,40.710185,-73.997636,Manhattan
Cedar Playground,40.855283,-73.917425,Bronx
Jennifer's Playground,40.620077,-74.163591,Staten Island
Renaissance Playground,40.821451,-73.941807,Manhattan
Dyker Beach Park,40.613065,-74.013008,Brooklyn
Powell Playground,40.671012,-73.904678,Brooklyn
Detective Keith L Williams Park,40.703186,-73.785033,Queens
Willis Playground,40.811313,-73.922648,Bronx
El Shabazz Playground,40.682932,-73.930186,Brooklyn
Robert Moses Playground,40.748147,-73.96867,Manhattan
D'Auria-Murphy Triangle,40.85329,-73.889038,Bronx
Tudor Park,40.673592,-73.856163,Queens
River Avenue Parks,40.825814,-73.92692,Bronx
Lefferts Playground,40.665661,-73.821563,Queens
Prospect Park,40.661575,-73.9788,Brooklyn
The Painter's Playground,40.720634,-73.860752,Queens
Flushing Meadows Corona Park,40.743145,-73.848908,Queens
Betsy Head Park,40.663073,-73.914292,Brooklyn
Susan Smith McKinney Steward Park,40.700783,-73.985426,Brooklyn
Brooklyn Bridge Park,40.704065,-73.990148,Brooklyn
Flushing Meadows Corona Park,40.747695,-73.839258,Queens
Murphy Brothers Playground,40.730253,-73.973624,Manhattan
McCarren Park,40.720081,-73.94993,Brooklyn
Forest Park,40.710769,-73.835496,Queens
Pelham Bay Park,40.870475,-73.786586,Bronx
Rochdale Park,40.675117,-73.773813,Queens
Greencroft Playground,40.551859,-74.136792,Staten Island
Bicentennial Veterans Memorial Park,40.822396,-73.812937,Bronx
Manhattan Beach Park,40.576175,-73.941775,Brooklyn
Andrew Haswell Green Park,40.760442,-73.956499,Manhattan
Story Playground,40.822277,-73.862996,Bronx
Isham Park,40.871647,-73.919959,Manhattan
Dean Playground,40.68123,-73.973533,Brooklyn
Frank Principe Park,40.726621,-73.903779,Queens
Brooklyn Bridge Park,40.704142,-73.98942,Brooklyn
Coney Island Beach & Boardwalk,40.573133,-73.979094,Brooklyn
Juniper Valley Park,40.719779,-73.880398,Queens
Riverside Park,40.801131,-73.973749,Manhattan
Sumner Playground,40.697578,-73.942472,Brooklyn
Slattery Playground,40.857214,-73.89848,Bronx
Ampere Playground,40.681621,-73.856949,Queens
Ciccarone Park,40.85603,-73.886578,Bronx
Central Park,40.780437,-73.965001,Manhattan
Pulaski Playground,40.693677,-73.941849,Brooklyn
Flushing Meadows Corona Park,40.751408,-73.833778,Queens
Hillside Dog Park,40.701741,-73.994348,Brooklyn
Van Cortlandt Park,40.890477,-73.896514,Bronx
Washington Square Park,40.730158,-73.997518,Manhattan
Pelham Bay Park,40.86587,-73.794414,Bronx
Slattery Playground,40.857536,-73.898759,Bronx
Bloomingdale Park,40.533364,-74.209103,Staten Island
Luna Playground,40.576313,-73.978278,Brooklyn
The Battery,40.701782,-74.015685,Manhattan
Freshkills Park,40.592577,-74.163838,Staten Island
Washington Market Park,40.717411,-74.011477,Manhattan
Seaside Playground,40.580672,-73.830544,Queens
Utopia Playground,40.730829,-73.792373,Queens
Kissena Park,40.749487,-73.807249,Queens
Hickman Playground,40.620255,-73.912453,Brooklyn
Gravesend Park,40.622912,-73.984363,Brooklyn
Van Nest Park,40.843566,-73.865852,Bronx
Bronx River Parkway,40.88382,-73.867226,Bronx
Canarsie Park,40.629786,-73.89428,Brooklyn
Crocheron Park,40.773011,-73.767006,Queens
Franklin D. Roosevelt Boardwalk and Beach,40.57903,-74.074815,Staten Island
Bath Beach Park,40.60261,-74.01134,Brooklyn
Harlem River Park,40.805644,-73.933986,Manhattan
Sunset Park,40.646921,-74.002121,Brooklyn
Forest Park,40.701448,-73.853219,Queens
