"date","program_type","vacancies_per_day","beds_per_day","vacant_per_day"
"2024-12-01T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2024-12-01T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-01T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2024-12-02T00:00:00.000","Crisis Shelters","10","258","0.04"
"2024-12-02T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2024-12-02T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-02T00:00:00.000","Transitional Independent Living (TIL)","26","495","0.05"
"2024-12-03T00:00:00.000","Crisis Shelters","11","258","0.04"
"2024-12-03T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2024-12-03T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-03T00:00:00.000","Transitional Independent Living (TIL)","26","495","0.05"
"2024-12-04T00:00:00.000","Crisis Shelters","7","258","0.03"
"2024-12-04T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2024-12-04T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2024-12-04T00:00:00.000","Transitional Independent Living (TIL)","27","495","0.05"
"2024-12-05T00:00:00.000","Crisis Shelters","11","258","0.04"
"2024-12-05T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2024-12-05T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-05T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2024-12-06T00:00:00.000","Crisis Shelters","10","258","0.04"
"2024-12-06T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2024-12-06T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-06T00:00:00.000","Transitional Independent Living (TIL)","23","495","0.05"
"2024-12-07T00:00:00.000","Crisis Shelters","8","258","0.03"
"2024-12-07T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2024-12-07T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-07T00:00:00.000","Transitional Independent Living (TIL)","24","495","0.05"
"2024-12-08T00:00:00.000","Crisis Shelters","9","258","0.03"
"2024-12-08T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2024-12-08T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-08T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2024-12-09T00:00:00.000","Crisis Shelters","7","258","0.03"
"2024-12-09T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2024-12-09T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-09T00:00:00.000","Transitional Independent Living (TIL)","26","495","0.05"
"2024-12-10T00:00:00.000","Crisis Shelters","11","258","0.04"
"2024-12-10T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2024-12-10T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-10T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2024-12-11T00:00:00.000","Crisis Shelters","9","258","0.03"
"2024-12-11T00:00:00.000","Crisis Shelters (HYA)","3","35","0.09"
"2024-12-11T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-11T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2024-12-12T00:00:00.000","Crisis Shelters","13","258","0.05"
"2024-12-12T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2024-12-12T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-12T00:00:00.000","Transitional Independent Living (TIL)","24","495","0.05"
"2024-12-13T00:00:00.000","Crisis Shelters","11","258","0.04"
"2024-12-13T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2024-12-13T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-13T00:00:00.000","Transitional Independent Living (TIL)","22","495","0.04"
"2024-12-14T00:00:00.000","Crisis Shelters","11","258","0.04"
"2024-12-14T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2024-12-14T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-14T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2024-12-15T00:00:00.000","Crisis Shelters","11","258","0.04"
"2024-12-15T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2024-12-15T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-15T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2024-12-16T00:00:00.000","Crisis Shelters","13","258","0.05"
"2024-12-16T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2024-12-16T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-16T00:00:00.000","Transitional Independent Living (TIL)","27","495","0.05"
"2024-12-17T00:00:00.000","Crisis Shelters","16","258","0.06"
"2024-12-17T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2024-12-17T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-17T00:00:00.000","Transitional Independent Living (TIL)","26","495","0.05"
"2024-12-18T00:00:00.000","Crisis Shelters","13","258","0.05"
"2024-12-18T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2024-12-18T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-18T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2024-12-19T00:00:00.000","Crisis Shelters","5","258","0.02"
"2024-12-19T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2024-12-19T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-19T00:00:00.000","Transitional Independent Living (TIL)","26","495","0.05"
"2024-12-20T00:00:00.000","Crisis Shelters","5","258","0.02"
"2024-12-20T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2024-12-20T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-20T00:00:00.000","Transitional Independent Living (TIL)","27","495","0.05"
"2024-12-21T00:00:00.000","Crisis Shelters","4","258","0.02"
"2024-12-21T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2024-12-21T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-21T00:00:00.000","Transitional Independent Living (TIL)","27","495","0.05"
"2024-12-22T00:00:00.000","Crisis Shelters","11","258","0.04"
"2024-12-22T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2024-12-22T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-22T00:00:00.000","Transitional Independent Living (TIL)","27","495","0.05"
"2024-12-23T00:00:00.000","Crisis Shelters","7","258","0.03"
"2024-12-23T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2024-12-23T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-23T00:00:00.000","Transitional Independent Living (TIL)","28","495","0.06"
"2024-12-24T00:00:00.000","Crisis Shelters","11","258","0.04"
"2024-12-24T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2024-12-24T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-24T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2024-12-25T00:00:00.000","Crisis Shelters","8","258","0.03"
"2024-12-25T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2024-12-25T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-25T00:00:00.000","Transitional Independent Living (TIL)","27","495","0.05"
"2024-12-26T00:00:00.000","Crisis Shelters","7","258","0.03"
"2024-12-26T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2024-12-26T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2024-12-26T00:00:00.000","Transitional Independent Living (TIL)","27","495","0.05"
"2024-12-27T00:00:00.000","Crisis Shelters","12","258","0.05"
"2024-12-27T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2024-12-27T00:00:00.000","Transitional Independent Living (HYA)","2","25","0.08"
"2024-12-27T00:00:00.000","Transitional Independent Living (TIL)","24","495","0.05"
"2024-12-28T00:00:00.000","Crisis Shelters","12","258","0.05"
"2024-12-28T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2024-12-28T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-28T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2024-12-29T00:00:00.000","Crisis Shelters","11","258","0.04"
"2024-12-29T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2024-12-29T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-29T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2024-12-30T00:00:00.000","Crisis Shelters","11","258","0.04"
"2024-12-30T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2024-12-30T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-30T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2024-12-31T00:00:00.000","Crisis Shelters","9","258","0.03"
"2024-12-31T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2024-12-31T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2024-12-31T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2025-01-01T00:00:00.000","Crisis Shelters","12","258","0.05"
"2025-01-01T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-01-01T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-01T00:00:00.000","Transitional Independent Living (TIL)","24","495","0.05"
"2025-01-02T00:00:00.000","Crisis Shelters","9","258","0.03"
"2025-01-02T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-01-02T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-02T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2025-01-03T00:00:00.000","Crisis Shelters","7","258","0.03"
"2025-01-03T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-01-03T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-03T00:00:00.000","Transitional Independent Living (TIL)","24","495","0.05"
"2025-01-04T00:00:00.000","Crisis Shelters","8","258","0.03"
"2025-01-04T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-01-04T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-04T00:00:00.000","Transitional Independent Living (TIL)","24","495","0.05"
"2025-01-05T00:00:00.000","Crisis Shelters","10","258","0.04"
"2025-01-05T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-01-05T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-05T00:00:00.000","Transitional Independent Living (TIL)","24","495","0.05"
"2025-01-06T00:00:00.000","Crisis Shelters","12","258","0.05"
"2025-01-06T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2025-01-06T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-06T00:00:00.000","Transitional Independent Living (TIL)","26","495","0.05"
"2025-01-07T00:00:00.000","Crisis Shelters","10","258","0.04"
"2025-01-07T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2025-01-07T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-07T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2025-01-08T00:00:00.000","Crisis Shelters","9","258","0.03"
"2025-01-08T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2025-01-08T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-08T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2025-01-09T00:00:00.000","Crisis Shelters","11","258","0.04"
"2025-01-09T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-01-09T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-09T00:00:00.000","Transitional Independent Living (TIL)","26","495","0.05"
"2025-01-10T00:00:00.000","Crisis Shelters","12","258","0.05"
"2025-01-10T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-01-10T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-10T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2025-01-11T00:00:00.000","Crisis Shelters","13","258","0.05"
"2025-01-11T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-01-11T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-11T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2025-01-12T00:00:00.000","Crisis Shelters","15","258","0.06"
"2025-01-12T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-01-12T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-12T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2025-01-13T00:00:00.000","Crisis Shelters","15","258","0.06"
"2025-01-13T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-01-13T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-13T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2025-01-14T00:00:00.000","Crisis Shelters","15","258","0.06"
"2025-01-14T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-01-14T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-14T00:00:00.000","Transitional Independent Living (TIL)","23","495","0.05"
"2025-01-15T00:00:00.000","Crisis Shelters","12","258","0.05"
"2025-01-15T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2025-01-15T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-15T00:00:00.000","Transitional Independent Living (TIL)","26","495","0.05"
"2025-01-16T00:00:00.000","Crisis Shelters","12","258","0.05"
"2025-01-16T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2025-01-16T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-16T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2025-01-17T00:00:00.000","Crisis Shelters","13","258","0.05"
"2025-01-17T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-01-17T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-17T00:00:00.000","Transitional Independent Living (TIL)","24","495","0.05"
"2025-01-18T00:00:00.000","Crisis Shelters","12","258","0.05"
"2025-01-18T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-01-18T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-18T00:00:00.000","Transitional Independent Living (TIL)","24","495","0.05"
"2025-01-19T00:00:00.000","Crisis Shelters","13","258","0.05"
"2025-01-19T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-01-19T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-19T00:00:00.000","Transitional Independent Living (TIL)","22","495","0.04"
"2025-01-20T00:00:00.000","Crisis Shelters","14","258","0.05"
"2025-01-20T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-01-20T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-20T00:00:00.000","Transitional Independent Living (TIL)","22","495","0.04"
"2025-01-21T00:00:00.000","Crisis Shelters","16","258","0.06"
"2025-01-21T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-01-21T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-21T00:00:00.000","Transitional Independent Living (TIL)","26","495","0.05"
"2025-01-22T00:00:00.000","Crisis Shelters","18","258","0.07"
"2025-01-22T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-01-22T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-22T00:00:00.000","Transitional Independent Living (TIL)","24","495","0.05"
"2025-01-23T00:00:00.000","Crisis Shelters","24","258","0.09"
"2025-01-23T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-01-23T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-23T00:00:00.000","Transitional Independent Living (TIL)","24","495","0.05"
"2025-01-24T00:00:00.000","Crisis Shelters","23","258","0.09"
"2025-01-24T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-01-24T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-24T00:00:00.000","Transitional Independent Living (TIL)","23","495","0.05"
"2025-01-25T00:00:00.000","Crisis Shelters","19","258","0.07"
"2025-01-25T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-01-25T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-25T00:00:00.000","Transitional Independent Living (TIL)","24","495","0.05"
"2025-01-26T00:00:00.000","Crisis Shelters","16","258","0.06"
"2025-01-26T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-01-26T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-26T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2025-01-27T00:00:00.000","Crisis Shelters","13","258","0.05"
"2025-01-27T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-01-27T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-27T00:00:00.000","Transitional Independent Living (TIL)","27","495","0.05"
"2025-01-28T00:00:00.000","Crisis Shelters","13","258","0.05"
"2025-01-28T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-01-28T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-28T00:00:00.000","Transitional Independent Living (TIL)","23","495","0.05"
"2025-01-29T00:00:00.000","Crisis Shelters","13","258","0.05"
"2025-01-29T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-01-29T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-29T00:00:00.000","Transitional Independent Living (TIL)","23","495","0.05"
"2025-01-30T00:00:00.000","Crisis Shelters","15","258","0.06"
"2025-01-30T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-01-30T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-30T00:00:00.000","Transitional Independent Living (TIL)","22","495","0.04"
"2025-01-31T00:00:00.000","Crisis Shelters","15","258","0.06"
"2025-01-31T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-01-31T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-01-31T00:00:00.000","Transitional Independent Living (TIL)","23","495","0.05"
"2025-02-01T00:00:00.000","Crisis Shelters","16","258","0.06"
"2025-02-01T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-02-01T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-02-01T00:00:00.000","Transitional Independent Living (TIL)","22","495","0.04"
"2025-02-02T00:00:00.000","Crisis Shelters","17","258","0.07"
"2025-02-02T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-02-02T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-02-02T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2025-02-03T00:00:00.000","Crisis Shelters","18","258","0.07"
"2025-02-03T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-02-03T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-02-03T00:00:00.000","Transitional Independent Living (TIL)","27","495","0.05"
"2025-02-04T00:00:00.000","Crisis Shelters","15","258","0.06"
"2025-02-04T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-02-04T00:00:00.000","Transitional Independent Living (HYA)","1","25","0.04"
"2025-02-04T00:00:00.000","Transitional Independent Living (TIL)","29","495","0.06"
"2025-02-05T00:00:00.000","Crisis Shelters","17","258","0.07"
"2025-02-05T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-02-05T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-05T00:00:00.000","Transitional Independent Living (TIL)","28","495","0.06"
"2025-02-06T00:00:00.000","Crisis Shelters","17","258","0.07"
"2025-02-06T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-02-06T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-06T00:00:00.000","Transitional Independent Living (TIL)","27","495","0.05"
"2025-02-07T00:00:00.000","Crisis Shelters","22","258","0.09"
"2025-02-07T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2025-02-07T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-07T00:00:00.000","Transitional Independent Living (TIL)","29","495","0.06"
"2025-02-08T00:00:00.000","Crisis Shelters","23","258","0.09"
"2025-02-08T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2025-02-08T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-08T00:00:00.000","Transitional Independent Living (TIL)","29","495","0.06"
"2025-02-09T00:00:00.000","Crisis Shelters","22","258","0.09"
"2025-02-09T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-02-09T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-09T00:00:00.000","Transitional Independent Living (TIL)","29","495","0.06"
"2025-02-10T00:00:00.000","Crisis Shelters","23","258","0.09"
"2025-02-10T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-02-10T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-10T00:00:00.000","Transitional Independent Living (TIL)","27","495","0.05"
"2025-02-11T00:00:00.000","Crisis Shelters","21","258","0.08"
"2025-02-11T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-02-11T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-11T00:00:00.000","Transitional Independent Living (TIL)","28","495","0.06"
"2025-02-12T00:00:00.000","Crisis Shelters","22","258","0.09"
"2025-02-12T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-02-12T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-12T00:00:00.000","Transitional Independent Living (TIL)","29","495","0.06"
"2025-02-13T00:00:00.000","Crisis Shelters","25","258","0.1"
"2025-02-13T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-02-13T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-13T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2025-02-14T00:00:00.000","Crisis Shelters","26","258","0.1"
"2025-02-14T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-02-14T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-14T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2025-02-15T00:00:00.000","Crisis Shelters","26","258","0.1"
"2025-02-15T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-02-15T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-15T00:00:00.000","Transitional Independent Living (TIL)","24","495","0.05"
"2025-02-16T00:00:00.000","Crisis Shelters","28","258","0.11"
"2025-02-16T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-02-16T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-16T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2025-02-17T00:00:00.000","Crisis Shelters","32","258","0.12"
"2025-02-17T00:00:00.000","Crisis Shelters (HYA)","2","35","0.06"
"2025-02-17T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-17T00:00:00.000","Transitional Independent Living (TIL)","26","495","0.05"
"2025-02-18T00:00:00.000","Crisis Shelters","25","258","0.1"
"2025-02-18T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-02-18T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-18T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2025-02-19T00:00:00.000","Crisis Shelters","25","258","0.1"
"2025-02-19T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-02-19T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-19T00:00:00.000","Transitional Independent Living (TIL)","25","495","0.05"
"2025-02-20T00:00:00.000","Crisis Shelters","25","258","0.1"
"2025-02-20T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-02-20T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-20T00:00:00.000","Transitional Independent Living (TIL)","24","495","0.05"
"2025-02-21T00:00:00.000","Crisis Shelters","23","258","0.09"
"2025-02-21T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-02-21T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-21T00:00:00.000","Transitional Independent Living (TIL)","26","495","0.05"
"2025-02-22T00:00:00.000","Crisis Shelters","22","258","0.09"
"2025-02-22T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-02-22T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-22T00:00:00.000","Transitional Independent Living (TIL)","26","495","0.05"
"2025-02-23T00:00:00.000","Crisis Shelters","26","258","0.1"
"2025-02-23T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-02-23T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-23T00:00:00.000","Transitional Independent Living (TIL)","26","495","0.05"
"2025-02-24T00:00:00.000","Crisis Shelters","28","258","0.11"
"2025-02-24T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-02-24T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-24T00:00:00.000","Transitional Independent Living (TIL)","26","495","0.05"
"2025-02-25T00:00:00.000","Crisis Shelters","23","258","0.09"
"2025-02-25T00:00:00.000","Crisis Shelters (HYA)","1","35","0.03"
"2025-02-25T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-25T00:00:00.000","Transitional Independent Living (TIL)","26","495","0.05"
"2025-02-26T00:00:00.000","Crisis Shelters","24","258","0.09"
"2025-02-26T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-02-26T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-26T00:00:00.000","Transitional Independent Living (TIL)","27","495","0.05"
"2025-02-27T00:00:00.000","Crisis Shelters","18","258","0.07"
"2025-02-27T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-02-27T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-27T00:00:00.000","Transitional Independent Living (TIL)","26","495","0.05"
"2025-02-28T00:00:00.000","Crisis Shelters","23","258","0.09"
"2025-02-28T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-02-28T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-02-28T00:00:00.000","Transitional Independent Living (TIL)","27","495","0.05"
"2025-03-01T00:00:00.000","Crisis Shelters","20","258","0.08"
"2025-03-01T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-03-01T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-03-01T00:00:00.000","Transitional Independent Living (TIL)","26","495","0.05"
"2025-03-02T00:00:00.000","Crisis Shelters","23","258","0.09"
"2025-03-02T00:00:00.000","Crisis Shelters (HYA)","0","35","0"
"2025-03-02T00:00:00.000","Transitional Independent Living (HYA)","0","25","0"
"2025-03-02T00:00:00.000","Transitional Independent Living (TIL)","29","495","0.06"
"2025-03-03T00:00:00.000","Crisis Shelters","20","258","0.08"
